/scatter
999999	221128
999999	221129
999999	221130
999999	221131
999999	221132
999999	221133
999999	221134
999999	221135
999999	221136
999999	221137
999999	221138
999999	221139
999999	221140
999999	221141
999999	221142
999999	221143
999999	221144
999999	221145
999999	221146
999999	221147
999999	221148
999999	221149
999999	221150
999999	221151
999999	221152
999999	221153
999999	221154
999999	221155
999999	221156
999999	221157
999999	221158
999999	221159
999999	221160
999999	221161
999999	221162
999999	221163
999999	221164
999999	221165
999999	221166
999999	221167
999999	221168
999999	221169
999999	221170
999999	221171
999999	221172
999999	221173
999999	221174
999999	221175
999999	221176
999999	221177
999999	221178
999999	221179
999999	221180
999999	221181
999999	221182
999999	221183
999999	221184
999999	221185
999999	221186
999999	221187
999999	221188
999999	221189
999999	221190
999999	221191
999999	221192
999999	221193
999999	221194
999999	221195
999999	221196
999999	221197
999999	221198
999999	221199
999999	221200
999999	221201
999999	221202
999999	221203
999999	221204
999999	221205
999999	221206
999999	221207
999999	221208
999999	221209
999999	221210
999999	221211
999999	221212
999999	221213
999999	221214
999999	221215
999999	221216
999999	221217
999999	221218
999999	221219
999999	221220
999999	221221
999999	221222
999999	221223
999999	221224
999999	221225
999999	221226
999999	221227
999999	221228
999999	221229
999999	221230
999999	221231
999999	221232
999999	221233
999999	221234
999999	221235
999999	221236
999999	221237
999999	221238
999999	221239
999999	221240
999999	221241
999999	221242
999999	221243
999999	221244
999999	221245
999999	221246
999999	221247
999999	221248
999999	221249
999999	221250
999999	221251
999999	221252
999999	221253
999999	221254
999999	221255
999999	221256
999999	221257
999999	221258
999999	221259
999999	221260
999999	221261
999999	221262
999999	221263
999999	221264
999999	221265
999999	221266
999999	221267
999999	221268
999999	221269
999999	221270
999999	221271
999999	221272
999999	221273
999999	221274
999999	221275
999999	221276
999999	221277
999999	221278
999999	221279
999999	221280
999999	221281
999999	221282
999999	221283
999999	221284
999999	221285
999999	221286
999999	221287
999999	221288
999999	221289
999999	221290
999999	221291
999999	221292
999999	221293
999999	221294
999999	221295
999999	221296
999999	221297
999999	221298
999999	221299
999999	221300
999999	221301
999999	221302
999999	221303
999999	221304
999999	221305
999999	221306
999999	221307
999999	221308
999999	221309
999999	221310
999999	221311
999999	221312
999999	221313
999999	221314
999999	221315
999999	221316
999999	221317
999999	221318
999999	221319
999999	221320
999999	221321
999999	221322
999999	221323
999999	221324
999999	221325
999999	221326
999999	221327
999999	221328
999999	221329
999999	221330
999999	221331
999999	221332
999999	221333
999999	221334
999999	221335
999999	221336
999999	221337
999999	221338
999999	221339
999999	221340
999999	221341
999999	221342
999999	221343
999999	221344
999999	221345
999999	221346
999999	221347
999999	221348
999999	221349
999999	221350
999999	221351
999999	221404
999999	221405
999999	221418
999999	221422
999999	221424
999999	221434
999999	221439
999999	221449
999999	221455
999999	221456
999999	221466
999999	221467
999999	221468
999999	221470
999999	221484
999999	221485
999999	221492
999999	221494
999999	221495
999999	221498
999999	221499
999999	221500
999999	221508
999999	221513
999999	221524
999999	221526
999999	221531
999999	221535
999999	221536
999999	221537
999999	221544
999999	221549
999999	221560
999999	221563
999999	221571
999999	221575
999999	221580
999999	221585
999999	221591
999999	221592
999999	221598
999999	221599
999999	221602
999999	221604
999999	221610
999999	221621
999999	221628
999999	221635
999999	221643
999999	221646
999999	221650
999999	221653
999999	221704
999999	221728
999999	221732
999999	221733
999999	221739
999999	221750
999999	221755
999999	221760
999999	221762
999999	221763
999999	221769
999999	221782
999999	221784
999999	221788
999999	221792
999999	221796
999999	221797
999999	221810
999999	221815
999999	221816
999999	221817
999999	221819
999999	221824
999999	221828
999999	221835
999999	221837
999999	221850
999999	221858
999999	221863
999999	221866
999999	221868
999999	221875
999999	221877
999999	221880
999999	221881
999999	221884
999999	221886
999999	221900
999999	221907
999999	221908
999999	221912
999999	221916
999999	221919
999999	221926
999999	221936
999999	221941
999999	221951
999999	221953
999999	221960
999999	221961
999999	221965
999999	222133
999999	222152
999999	222160
999999	222164
999999	222185
999999	222187
999999	222193
999999	222195
999999	222199
999999	222201
999999	222211
999999	222213
999999	222220
999999	222225
999999	222231
999999	222237
999999	222240
999999	222256
999999	222258
999999	222264
999999	222265
999999	222269
999999	222275
999999	222279
999999	222321
999999	222327
999999	222328
999999	222329
999999	222335
999999	222353
999999	222360
999999	222362
999999	222376
999999	222378
999999	222385
999999	222386
999999	222395
999999	222405
999999	222406
999999	222407
999999	222411
999999	222417
999999	222420
999999	222422
999999	222431
999999	222438
999999	222442
999999	222443
999999	222445
999999	222446
999999	222451
999999	222452
999999	222469
999999	222475
999999	222481
999999	222482
999999	222486
999999	222488
999999	222496
999999	222501
999999	222502
999999	222508
999999	222514
999999	222517
999999	222519
999999	222525
999999	222526
999999	222527
999999	222536
999999	222549
999999	222550
999999	222554
999999	222556
999999	222565
999999	222569
999999	222571
999999	222580
999999	222581
999999	222591
